,page,country,article_quality_est,Population
20436,"Dora Gaitskell, Baroness Gaitskell",United Kingdom,Start,67160000.0
20437,Dorothy Constance Blomfield,New Zealand,Stub,4987000.0
20438,Dorothy Pauline McNab,New Zealand,Stub,4987000.0
20439,Michael Bimha,Zimbabwe,Stub,14863000.0
20440,Ingo Appelt,Austria,Stub,8914000.0
20441,Edward Arthur Carr,United Kingdom,Stub,67160000.0
20442,Ioan Flueraș,Romania,B,19241000.0
20443,Edward Francis Small,Gambia,Start,2417000.0
20444,"Edward Levy-Lawson, 1st Baron Burnham",United Kingdom,Start,67160000.0
20445,Orhan Eyüpoğlu,Turkey,Stub,83737000.0
20446,Flora McMillan Forde,New Zealand,Stub,4987000.0
20447,Francis Billy Hilly,Solomon Islands,C,715000.0
20448,Kazi Shah Mofazzal Hossain Kaikobad,Bangladesh,Stub,169809000.0
20449,Adriaan Engelvaart,Netherlands,Stub,17467000.0
20450,Folklore of the Maldives,Maldives,B,541000.0
20451,Frederic Festus Kelly,United Kingdom,GA,67160000.0
20452,Adelino Castelo David,Sao Tome and Principe,Stub,210000.0
20453,Michael Cobb,Australia,Start,25754000.0
20454,Frederick Tutu Goodwin,Cook Island,Start,
20455,Mieczysław Nowicki,Poland,Stub,38368000.0
20456,Fish family,United States,C,329878000.0
20457,G. F. Stewart,Ireland,Stub,5003000.0
20458,"Gary Porter, Baron Porter of Spalding",United Kingdom,Stub,67160000.0
20459,Geoffrey Rowland,Guernsey,Start,
20460,Jesús Gil,Spain,C,47635000.0
20461,George Cathcart,Cape Colony,Start,
20462,"George FitzClarence, 1st Earl of Munster",United Kingdom,C,67160000.0
20463,George Gillon,United Kingdom,Stub,67160000.0
20464,Behice Boran,Turkey,Start,83737000.0
20465,Şaban Dişli,Turkey,Stub,83737000.0
20466,Ngalandou Diouf,Senegal,Start,16744000.0
20467,Corsino Fortes,Cape Verde,C,556000.0
20468,Asimakis Fotilas,Greece,Start,10700000.0
20469,Yann Fouéré,France,Start,64940000.0
20470,Harold Hirst Innes,New Zealand,Stub,4987000.0
20471,Ene Ergma,Estonia,Start,1331000.0
20472,Henry Bloomfield (politician),Australia,Stub,25754000.0
20473,"Henry Cohen, 1st Baron Cohen of Birkenhead",United Kingdom,C,67160000.0
20474,Robert Fournier-Sarlovèze,France,Stub,64940000.0
20475,Henry Harvey Williams,Saint Vincent and the Grenadines,Start,
20476,Henry Livingstone,New Zealand,Stub,4987000.0
20477,Henry Miller (New Zealand politician),New Zealand,Start,4987000.0
20478,Miho Takeda,Japan,Start,125967000.0
20479,Boris Fraenkel,France,Start,64940000.0
20480,Alfonso Fraga,Cuba,Stub,11281000.0
20481,Henry Torrens,Cape Colony,Start,
20482,Jean Alfred Fraissinet,France,B,64940000.0
20483,Augustine Ngom Jua,Cameroon,Stub,26598000.0
20484,Leopoldo Franchetti,Italy,C,60296000.0
20485,Vincent de Paul Ahanda,Cameroon,Stub,26598000.0
20486,Michael Henry (Jamaican politician),Jamaica,Stub,2809000.0
20487,Simon Pierre Tchoungui,Cameroon,C,26598000.0
20488,Elijah Mushemeza,Uganda,C,45741000.0
20489,Hugo Perié,Argentina,Stub,45377000.0
20490,Ján Francisci-Rimavský,Slovakia,Start,5462000.0
20491,Francisco de Garay,Spain,C,47635000.0
20492,James Bellett Richey,United Kingdom,Stub,67160000.0
20493,James Donald (politician),New Zealand,Start,4987000.0
20494,Frank De Stefano,Australia,C,25754000.0
20495,Jeffrey Nape,Papua New Guinea,Start,8950000.0
20496,Johnson Muthama,Kenya,Start,53528000.0
20497,"John Keane, 1st Baron Keane",United Kingdom,Start,67160000.0
20498,"Luigi, Count Cibrario",Italy,Start,60296000.0
20499,John Moore Caldicott,Zimbabwe,Start,14863000.0
20500,John Ralph Beaumont,Zimbabwe,Start,14863000.0
20501,John Watts (Grenadian politician),Grenada,Start,113000.0
20502,Jack Williams (American politician),United States,GA,329878000.0
20503,Joseph Linklater,New Zealand,Start,4987000.0
20504,Julia Wallace,New Zealand,Stub,4987000.0
20505,Frederick Schermbrucker,Cape Colony,Start,
20506,Michael Levitt (politician),Canada,Stub,38190000.0
20507,Kathrine McAllister Bell,New Zealand,Stub,4987000.0
20508,Fredrik Bajer,Denmark,Start,5829000.0
20509,Boutros Khawand,Lebanon,Start,6825000.0
20510,Michael Lulume Bayigga,Uganda,Start,45741000.0
20511,Leonard Ray Morgan,Zimbabwe,Start,14863000.0
20512,Leslie Payne,Australia,Stub,25754000.0
20513,List of Bailiffs of Guernsey,Guernsey,Start,
20514,Lloyd White (diplomat),New Zealand,Start,4987000.0
20515,Francisco López Osornio,Spain,Start,47635000.0
20516,Hernán Siles Zuazo,Bolivia,C,11633000.0
20517,Louise Lake-Tack,Antigua and Barbuda,Start,98000.0
20518,Luigi Preziosi,Malta,Start,522000.0
20519,Walerian Krasiński,Poland,Start,38368000.0
20520,Wilhelm Salomon Freund,Germany,Stub,83300000.0
20521,Mark Wallace (community leader),New Zealand,Stub,4987000.0
20522,Lyn Breuer,Australia,Stub,25754000.0
20523,Michael Nali,Papua New Guinea,Stub,8950000.0
20524,Monica Dacon,Saint Vincent and the Grenadines,Stub,
20525,Murray Linton,New Zealand,Stub,4987000.0
20526,Namoliki Sualiki,Tuvalu,Start,10000.0
20527,Franz Rudolf Frisching,Switzerland,Start,8634000.0
20528,Hassan Hasanzadeh Amoli,Iran,Start,84150000.0
20529,Ngamau Munokoa,Cook Island,Start,
20530,Noel Charles,Brazil,Start,211812000.0
20531,Pany Yathotou,Laos,Stub,7242000.0
20532,P. C. Bhattacharya,India,Start,1400100000.0
20533,Trần Đức Lương,Vietnam,Stub,96209000.0
20534,Pei Te Hurinui Jones,New Zealand,Start,4987000.0
20535,Unnur Brá Konráðsdóttir,Iceland,Stub,368000.0
20536,"Philip Smith, Baron Smith of Hindhead",United Kingdom,Stub,67160000.0
20537,Gary Higgins,Australia,Start,25754000.0
20538,Uday Bhembre,India,C,1400100000.0
20539,Michael Sommer,Germany,Start,83300000.0
20540,Umar Mustafa al-Muntasir,Libya,Stub,6891000.0
20541,Michel Bidimbou,Congo,Start,5518000.0
20542,Juan Fugl,Argentina,Stub,45377000.0
20543,Michel Friedman,Germany,Start,83300000.0
20544,Raleigh Grey,Zimbabwe,Start,14863000.0
20545,Ralph Champneys Williams,Botswana,Start,2317000.0
20546,Ralph Love,New Zealand,Start,4987000.0
20547,Rangi Mawhete,New Zealand,Start,4987000.0
20548,Petr Bendl,Czech Republic,Start,
20549,Petr Gandalovič,Czech Republic,Start,
20550,Michel Mathieu (French politician),France,Stub,64940000.0
20551,Richard Solomon (Attorney General),Cape Colony,Start,
20552,Robert Clarkson Tredgold,Zimbabwe,Start,14863000.0
20553,Nikolai Leonov,Russia,Start,146733000.0
20554,Robert James Hudson,Zimbabwe,B,14863000.0
20555,Robert Panapa Tutaki,New Zealand,Stub,4987000.0
20556,Ronald Gilbey,United Kingdom,Start,67160000.0
20557,Ros Jones,United Kingdom,Start,67160000.0
20558,Fyodor Kokoshkin (politician),Russia,C,146733000.0
20559,Sally Powell,United Kingdom,Start,67160000.0
20560,"Samuel Fisher, Baron Fisher of Camden",United Kingdom,Start,67160000.0
20561,"Gabriel Paul Othenin de Cléron, comte d'Haussonville",France,Start,64940000.0
20562,"Shas Sheehan, Baroness Sheehan",United Kingdom,Stub,67160000.0
20563,"Stuart Polak, Baron Polak",United Kingdom,Start,67160000.0
20564,"Sydney Jacobson, Baron Jacobson",United Kingdom,Start,67160000.0
20565,Terry Le Sueur,Jersey,Stub,
20566,Terry Magaoa Chapman,New Zealand,Start,4987000.0
20567,Upatissa Gamanayake,Sri Lanka,Stub,21937000.0
20568,Rick Farley,Australia,Start,25754000.0
20569,Tony Longrigg,Montserratian,Stub,
20570,Walter Hely-Hutchinson,Cape Colony,Start,
20571,Raimo Vistbacka,Finland,Stub,5529000.0
20572,Gao Shi,China,Stub,1402385000.0
20573,William Girling,New Zealand,Start,4987000.0
20574,William Harper (Rhodesian politician),Zimbabwe,FA,14863000.0
20575,William Larnach,New Zealand,C,4987000.0
20576,Clara González,Panama,B,4283000.0
20577,Guadalupe Valdez,Dominican Republic,Stub,10500000.0
20578,William Spiers Glenn,New Zealand,Start,4987000.0
20579,Deborah Barnes-Jones,Montserratian,Start,
20580,Facundo Quiroga,Argentina,Start,45377000.0
20581,Carolina Soto Losada,Colombia,Stub,49444000.0
20582,Mick Veivers,Australia,Stub,25754000.0
20583,Saw Maung,Myanmar,Start,54704000.0
20584,George Isaac Amoo,Ghana,Stub,31073000.0
20585,Maung Maung,Myanmar,Start,54704000.0
20586,Sao Shwe Thaik,Myanmar,Start,54704000.0
20587,Martin Gauger,Germany,Stub,83300000.0
20588,List of Romanian politicians convicted of crimes,Romania,C,19241000.0
20589,Rasih Dino,Albania,Stub,2838000.0
20590,Akua Donkor,Ghana,Start,31073000.0
20591,José Xavier de Cerveira e Sousa,Portugal,Start,10255000.0
20592,Hideo Higashikokubaru,Japan,C,125967000.0
20593,António Alves Martins,Portugal,Start,10255000.0
20594,Charles Murigande,Rwanda,Start,12952000.0
20595,Alfred Sant,Malta,C,522000.0
20596,Theo Francken,Belgium,Start,11515000.0
20597,George D. Vernescu,Romania,Start,19241000.0
20598,George Panu,Romania,B,19241000.0
20599,Nahim Razzaq,Bangladesh,Start,169809000.0
20600,Balthasar Gérard,Netherlands,C,17467000.0
20601,José Pedro Aguiar-Branco,Portugal,Stub,10255000.0
20602,Moses Majekodunmi,Nigeria,Start,206140000.0
20603,Sok An,Cambodia,C,15497000.0
20604,Douangchay Phichit,Laos,Stub,7242000.0
20605,Tomáš Vandas,Czech Republic,Start,
20606,Kim Kuk-tae,"Korea, North",Start,25779000.0
20607,Thongbanh Sengaphone,Laos,Stub,7242000.0
20608,Yousef Mangoush,Libya,Stub,6891000.0
20609,Toomas Vitsut,Estonia,Start,1331000.0
20610,Tevita Poasi Tupou,Tonga,Stub,99000.0
20611,Rowan Cronjé,Zimbabwe,GA,14863000.0
20612,Michael Coetzee,South Africa,Start,59628000.0
20613,Ryan Murphy (Australian politician),Australia,C,25754000.0
20614,Samir Frangieh,Lebanon,Start,6825000.0
20615,Jamal al-Jamal,Palestinian Territory,Start,5008000.0
20616,Fulvia Celica Siguas Sandoval,Peru,Stub,32824000.0
20617,Pedro de Luján,Spain,Start,47635000.0
20618,Hubert Sizer,Australia,Stub,25754000.0
20619,Temitope Aluko,Nigeria,Start,206140000.0
20620,Yuliya Svitlychna,Ukraine,C,41778000.0
20621,Nadine Moussa,Lebanon,C,6825000.0
20622,Soji Adejumo,Nigeria,C,206140000.0
20623,Saber Abdel Aziz al-Douri,Iraq,Start,39725000.0
20624,Agustín Saavedra Weise,Bolivia,Stub,11633000.0
20625,Mieczysław Klimaszewski,Poland,Stub,38368000.0
20626,Chaghan Temur,China,Stub,1402385000.0
20627,President of Fiji,Fiji,C,896000.0
20628,"Irwin Bellow, Baron Bellwin",United Kingdom,Start,67160000.0
20629,Hendrina Afrikaner,Namibia,Stub,2541000.0
20630,Miguel Esteban Peñaloza Barrientos,Colombia,Stub,49444000.0
20631,Miguel Larreynaga,Nicaragua,Stub,6596000.0
20632,Miguel Ángel Hidalgo Medina,Peru,Stub,32824000.0
20633,Antoni Ponikowski,Poland,Stub,38368000.0
20634,Mihal Prifti,Albania,Stub,2838000.0
20635,Mijail Bárzaga,Cuba,Stub,11281000.0
20636,Yao Ji,China,B,1402385000.0
20637,Alberto Guzmán Soriano,Bolivia,Stub,11633000.0
20638,Mohammed ibn abd al-Wahab al-Ghassani,Morocco,Stub,35952000.0
20639,Gheorghe N. Leon,Romania,Start,19241000.0
20640,Ștefan Gheorghiu (trade unionist),Romania,Stub,19241000.0
20641,Dimitrie I. Ghika,Romania,Start,19241000.0
20642,Ghiyas al-Din ibn Rashid al-Din,Iran,Stub,84150000.0
20643,János Ghyczy,Hungary,Start,9767000.0
20644,Ulla Dahlerup,Denmark,Start,5829000.0
20645,Deo Rwabiita,Uganda,Stub,45741000.0
20646,Alonso de Arce y Soria,Spain,Stub,47635000.0
20647,Mike Feldman,Canada,Start,38190000.0
20648,Kit Nieto,Philippines,Stub,109581000.0
20649,Ahmed Mahloof,Maldives,C,541000.0
20650,Kandula Obul Reddy,India,Stub,1400100000.0
20651,Vũ Văn Ninh,Vietnam,Stub,96209000.0
20652,Abdullahi Bile Noor,Somalia,Start,15893000.0
20653,Pascal Smet,Belgium,Start,11515000.0
20654,Renzo Rabellino,Italy,Start,60296000.0
20655,Alberto Costa (Portuguese politician),Portugal,Stub,10255000.0
20656,Alain Courtois,Belgium,Start,11515000.0
20657,Mike Swoboda,United States,Start,329878000.0
20658,Anne Warner (politician),Australia,Start,25754000.0
20659,Shamseddin Vahabi,Iran,Stub,84150000.0
20660,Robert Mayr-Harting,Czech Republic,Stub,
20661,Mustafa Yektaoğlu,Cyprus,Stub,1207000.0
20662,Hasan Bozer,Cyprus,Stub,1207000.0
20663,Mehmet Harmancı,Cyprus,Stub,1207000.0
20664,Hassan Farid Didi,Maldives,Stub,541000.0
20665,Héctor Bidonde,Argentina,Start,45377000.0
20666,Masakazu Hamachi,Japan,Stub,125967000.0
20667,Marie Grace Augustin,Saint Lucian,C,
20668,Jason Azzopardi,Malta,Start,522000.0
20669,Avraham Krinitzi,Israel,Start,9216000.0
20670,Petrit Selimi,Kosovo,C,1791000.0
20671,Seth Sendashonga,Rwanda,B,12952000.0
20672,Daudi Ochieng,Uganda,Stub,45741000.0
20673,Mykola Kapustiansky,Ukraine,Start,41778000.0
20674,Deidre Carter,South Africa,Stub,59628000.0
20675,Jonas Basanavičius,Bulgaria,B,6927000.0
20676,Gebre Krestos,Ethiopia,Stub,114916000.0
20677,Gopal Man Shrestha,Nepal,Stub,29996000.0
20678,Fyodor Funtikov,Russia,Stub,146733000.0
20679,Iván Hurtado,Ecuador,C,17511000.0
20680,Sara Khatun,Azerbaijan,Start,10108000.0
20681,Nagendra Nath Jha,India,Stub,1400100000.0
20682,Wen Hsing-tsun,Taiwan,Stub,23610000.0
20683,Rocco Girlanda,Italy,Stub,60296000.0
20684,Samoud Khan,Afghanistan,Start,38928000.0
20685,Su Tseng-chang,Taiwan,C,23610000.0
20686,Thakur Ram Singh (revolutionary),India,Stub,1400100000.0
20687,Nouara Saadia,Algeria,Stub,44357000.0
20688,A. F. X. Baron,United Kingdom,Start,67160000.0
20689,Daniel Gluckstein,France,Start,64940000.0
20690,James Hayes (Australian politician),Australia,Stub,25754000.0
20691,Pedro de Roxas y Acevedo,Spain,Start,47635000.0
20692,Floriano Peixoto,Brazil,Start,211812000.0
20693,Augusto Tasso Fragoso,Brazil,Stub,211812000.0
20694,Márcio Melo,Brazil,Stub,211812000.0
20695,Mário Lemos Pires,Portugal,C,10255000.0
20696,Manuel González Prada,Peru,B,32824000.0
20697,Allan Kemakeza,Solomon Islands,C,715000.0
20698,Abdul Hamid Karami,Lebanon,Start,6825000.0
20699,Alevtina Aparina,Russia,Stub,146733000.0
20700,Vyacheslav Pozgalyov,Russia,Start,146733000.0
20701,Vladimir Brovikov,Belarus,Stub,9375000.0
20702,Anatol Arapu,Moldova,Stub,3535000.0
20703,Yury Yevdokimov,Russia,Stub,146733000.0
20704,Aziz Aliyev,Dagestani,C,
20705,Mykhailo Bilyi,Ukraine,Start,41778000.0
20706,Ivan Dzerzhinsky,Russia,C,146733000.0
20707,Anatoli Firsov,Russia,C,146733000.0
20708,Ivan Hrushetsky,Ukraine,Stub,41778000.0
20709,Vasily Kozlov (politician),Russia,Start,146733000.0
20710,Oleksandr Liashko,Ukraine,Start,41778000.0
20711,Imam Mustafayev,Azerbaijan,Start,10108000.0
20712,Leonid Polezhayev,Russia,Start,146733000.0
20713,Vladimir Polonsky,Azerbaijan,Start,10108000.0
20714,Maksim Saburov,Russia,C,146733000.0
20715,Oleg Baklanov,Russia,Start,146733000.0
20716,Mykhailo Hrechukha,Ukraine,Start,41778000.0
20717,Nuritdin Mukhitdinov,Russia,Start,146733000.0
20718,Rafiq Nishonov,Uzbekistan,Stub,34174000.0
20719,Leonid Potapov,Russia,Start,146733000.0
20720,Fadey Sargsyan,Armenia,Stub,2956000.0
20721,Valentyna Shevchenko (politician),Russia,Start,146733000.0
20722,Ivan Silayev,Russia,C,146733000.0
20723,Karl Vaino,Estonia,Stub,1331000.0
20724,Władysław Grzegorz Branicki,Poland,Start,38368000.0
20725,Apollon Dashkov,Russia,Start,146733000.0
20726,Pavel Kiselyov,Russia,Start,146733000.0
20727,Paul Demetrius Kotzebue,Russia,Start,146733000.0
20728,Alexander Karlovich Lieven,Russia,Stub,146733000.0
20729,Samad bey Mehmandarov,Azerbaijan,Start,10108000.0
20730,Eliyahu Nawi,Israel,Start,9216000.0
20731,Alex Anisi,Papua New Guinea,Stub,8950000.0
20732,Andrzej Person,Poland,Stub,38368000.0
20733,Min Swe,Myanmar,Stub,54704000.0
20734,Joseph Görres,Germany,C,83300000.0
20735,Alfonso Quiñónez Molina,El Salvador,Stub,6481000.0
20736,Sicco van Goslinga,Netherlands,Start,17467000.0
20737,Sonay Adem,Cyprus,Stub,1207000.0
20738,Eberhard Gothein,Germany,Start,83300000.0
20739,António Maria da Silva,Portugal,Stub,10255000.0
20740,Kadri Fellahoğlu,Cyprus,Stub,1207000.0
20741,Nickey Iyambo,Namibia,C,2541000.0
20742,Willem Konjore,Namibia,Stub,2541000.0
20743,Keiichi Inamine,Japan,Stub,125967000.0
20744,Karmenu Vella,Malta,C,522000.0
20745,Nello Rosselli,Italy,Start,60296000.0
20746,José Antonio González Caviedes,Spain,Stub,47635000.0
20747,"Thomas Graves, 2nd Baron Graves",United Kingdom,Start,67160000.0
20748,Khofifah Indar Parawansa,Indonesia,Start,271739000.0
20749,Nand Kumar Patel,India,Start,1400100000.0
20750,Uday Mudliyar,India,Stub,1400100000.0
20751,Christian Afrikaner,Namibia,Stub,2541000.0
20752,Francesco Carrara (jurist),Italy,Start,60296000.0
20753,Hugh Norman-Walker,Botswana,B,2317000.0
20754,Grigory Kramarov,Russia,Stub,146733000.0
20755,Deirdre Griswold,United States,Stub,329878000.0
20756,Randolfe Rodrigues,Brazil,Stub,211812000.0
20757,Salamat Azimi,Afghanistan,Start,38928000.0
20758,Delbar Nazari,Afghanistan,Start,38928000.0
20759,Allan Grossman,Canada,Start,38190000.0
20760,Giles Thorndon,Ireland,C,5003000.0
20761,S.M. Siddaiah,India,Stub,1400100000.0
20762,"Miguel de la Grúa Talamanca, 1st Marquis of Branciforte",Spain,Start,47635000.0
20763,Fujiwara no Yoshikado,Japan,Start,125967000.0
20764,Rosario Robles,Mexico,Start,127792000.0
20765,Mohan Bikram Singh,Nepal,Start,29996000.0
20766,Richard Ratsimandrava,Madagascar,Start,27691000.0
20767,Domini Crosfield,United Kingdom,Start,67160000.0
20768,Guillermo Lohmann Villena,Peru,Stub,32824000.0
20769,Guillermo Quintero Calderón,Colombia,Stub,49444000.0
20770,Vanessa Matz,Belgium,Stub,11515000.0
20771,John Guise (governor-general),Papua New Guinea,Start,8950000.0
20772,Tone Skogen,Norway,Stub,5387000.0
20773,Vlora Çitaku,Kosovo,Start,1791000.0
20774,Gury Marchuk,Russia,Start,146733000.0
20775,Lee Hae-chan,South Korea,Start,
20776,Gustav Böhrnsen,Germany,Start,83300000.0
20777,Teresa Gutierrez,United States,Stub,329878000.0
20778,Per Willy Guttormsen,Norway,C,5387000.0
20779,Hafez Abu Seada,Egypt,Start,100803000.0
20780,György Droppa,Hungary,C,9767000.0
20781,Andrzej Rzepliński,Poland,Start,38368000.0
20782,Fernando Martínez Heredia,Cuba,Stub,11281000.0
20783,Héctor Campana,Argentina,Start,45377000.0
20784,Mir Teymur Yagubov,Azerbaijan,Stub,10108000.0
20785,Joy Kabatsi,Uganda,Start,45741000.0
20786,Scott Driscoll,Australia,C,25754000.0
20787,Ian Davidson (South African politician),South Africa,Start,59628000.0
20788,José Domingo Arias,Panama,C,4283000.0
20789,Hamdi Faraj Fanoush,Libya,Stub,6891000.0
20790,Hamidullah Niyazmand,Afghanistan,Stub,38928000.0
20791,Jorge Enea Spilimbergo,Argentina,Stub,45377000.0
20792,Han Tuozhou,China,Start,1402385000.0
20793,Alonso Muñoz de Gadea,Spain,Start,47635000.0
20794,Colin Cameron (Malawian politician),Malawi,C,19130000.0
20795,Alison Hernandez,United Kingdom,Start,67160000.0
20796,Christiandy Sanjaya,Indonesia,Stub,271739000.0
20797,Fatmir Mediu,Albania,Stub,2838000.0
20798,Mirza Asadullayev,Azerbaijan,Start,10108000.0
20799,Graciela Mandujano,Chile,Start,19470000.0
20800,Marcolino Moco,Angola,Stub,32522000.0
20801,Rad Kortenhorst,Netherlands,Stub,17467000.0
20802,Rob Oudkerk,Netherlands,Stub,17467000.0
20803,Felix Rottenberg,Netherlands,Stub,17467000.0
20804,Mishaal bin Abdullah Al Saud,Saudi Arabia,C,35041000.0
20805,John Bande,Malawi,Stub,19130000.0
20806,Li Bin (politician),China,Start,1402385000.0
20807,Vladimir Batez,Serbia,Stub,6957000.0
20808,Harry Moniba,Liberia,Start,5058000.0
20809,Zhao Mausoleum (Tang dynasty),China,Stub,1402385000.0
20810,Sami Haddad,Lebanon,Start,6825000.0
20811,Eduard von Schele zu Schelenburg,Germany,Stub,83300000.0
20812,Colleen Hartland,Australia,Start,25754000.0
20813,Haruko Hatoyama,Japan,B,125967000.0
20814,Yasuko Hatoyama,Japan,Start,125967000.0
20815,Manfred Bochmann,Germany,Start,83300000.0
20816,Karel Havlíček Borovský,Czech Republic,C,
20817,Ada Kouri Barreto,Cuba,Stub,11281000.0
20818,Miguel Ángel de la Campa y Caraveda,Cuba,Start,11281000.0
20819,Gustavo Arcos,Cuba,Start,11281000.0
20820,Théodore Léonard Randriamanga,Madagascar,Stub,27691000.0
20821,Ricardo Ferraço,Brazil,Stub,211812000.0
20822,Milagros Ortiz Bosch,Dominican Republic,B,10500000.0
20823,Dhiyamigili dynasty,Maldives,Stub,541000.0
20824,Daniel Waithaka,Kenya,Start,53528000.0
20825,Kirsten Heisig,Germany,Start,83300000.0
20826,Helene von Mülinen,Switzerland,Stub,8634000.0
20827,Maurice Gemayel,Lebanon,Stub,6825000.0
20828,Mayann Francis,Canada,Start,38190000.0
20829,Jakob Heller,Germany,Stub,83300000.0
20830,Helmuth von Maltzahn,Germany,Start,83300000.0
20831,Štefan Tiso,Slovakia,Stub,5462000.0
20832,Štefan Sádovský,Slovakia,Stub,5462000.0
20833,Jozef Sivák,Slovakia,Stub,5462000.0
20834,Reino A. Perala,United States,Stub,329878000.0
20835,Samuel van den Bergh,Netherlands,Stub,17467000.0
20836,Ivan Kovačić,Croatia,Stub,4020000.0
20837,John Gollan,United Kingdom,Start,67160000.0
20838,Erasinides,Greece,Start,10700000.0
20839,Kemal Tekden,Turkey,Stub,83737000.0
20840,Sangram Yadav,India,Stub,1400100000.0
20841,Simon Elo,Finland,Stub,5529000.0
20842,Jari Lindström,Finland,Start,5529000.0
20843,Robert Bruce (Yukon politician),Canada,Stub,38190000.0
20844,Dave Keenan,Canada,Stub,38190000.0
20845,Gerald Morin,Canada,Stub,38190000.0
20846,John Bruce (Canada),Canada,Stub,38190000.0
20847,David Chartrand,Canada,Stub,38190000.0
20848,Frank Whitehead,Canada,Stub,38190000.0
20849,Gungnyeo,"Korea, South",B,51781000.0
20850,Frank Arthur Calder,Canada,Start,38190000.0
20851,Harley Desjarlais,Canada,Stub,38190000.0
